nome,ingrediente,preparo,sabor
"Torta Alagoana de Bacalhau
","- 2 embalagens de 200ml de leite de coco Sococo
- ½ Kg de bacalhau demolhado e limpo
- 1 Kg de batata inglesa
- 2 cebolas médias em rodelas
- 5 colheres de sopa de azeite
- 3 colheres de sopa de maionese
- óleo para fritar o bacalhau
- 100g de queijo parmesão ralado
- 1 embalagem de creme de leite
- Sal a gosto","Corte o bacalhau em camadas não muito pequenas. Em seguida, leve-o ao fogo, com um pouco de óleo, para fritar ligeiramente, reserve. Cozinhe as batatas, passe-as pelo espremedor, adicione a maionese, uma embalagem de leite de coco Sococo e o sal. Reserve. Leve ao fogo o azeite e a cebola, até esta ficar dourada. Misture o creme de leite com a outra embalagem de leite de coco Sococo e reserve.

Montagem: Forre um refratário com o purê, disponha o bacalhau em camadas e cubra com as rodelas de cebola frita. Em seguida, regue com o molho, polvilhe com queijo, e leve ao forno, para gratinar.",s
"Torta de Ricota com Geleia de Amora
","Massa:

- 2 xícaras de chá de farinha de trigo
- ½ xícara de chá de açúcar
- 100g de manteiga com sal
- 1 ovo
- margarina para untar a forma

Recheio:

- 1 embalagem de 200ml de leite de coco Sococo
- 400 g de ricota
- 1 lata de leite condensado
- 2 ovos
- 2 colheres de sopa de amido de milho

Cobertura:

- 200 g Geléia de amora
- 2 colheres de sopa de água filtrada","Massa: Misture numa tigela todos os ingredientes até que fique bem homogênea.

Deixe descansar por 15 minutos na geladeira.

Recheio: Bata as claras em neve e reserve.

Bata no liquidificador o restante dos ingredientes. Misture às claras em neve. Reserve.

Cobertura: Coloque a geleia numa panela, misture a água e leve ao fogo até derreter.

Unte uma forma de + 26cm e forre o fundo e a lateral com massa.

Deseje por cima a mistura do recheio, cubra com papel laminado e leve ao forno médio por 50 minutos. Retire o papel e deixa mais 15 minutos para dourar. Coloque a cobertura e sirva gelada.

Dica: Se preferir faça sua própria geleia de amora deixando as frutas inteiras.
",s
"Moqueca Deliciosa
","- 1 embalagem de 200ml de Leite de Coco SOCOCO
- 1Kg de camarões médios
- 2Kg de peixe cortado em postas
- sal a gosto
- suco de limão
- coentro e salsa picadinhos
- 1/2 xícara de chá de óleo
- 1/4 de xícara de chá de azeite de dendê
- 2 cebolas grandes cortadas em rodelas
- 1/2Kg de tomates sem pele e sem sementes cortados em pedacinhos
- 1 pimentão verde e 1 pimentão vermelho sem sementes cortados em rodelas
- 1 pimenta malagueta cortadinha
","Limpe bem os camarões, junte ao peixe e tempere com o sal, o suco de limão, o coentro e a salsa. Numa panela grande, coloque o óleo e o azeite, deixe aquecer e junte as cebolas, os tomates, os pimentões e a pimenta. Coloque por cima as postas de peixe e os camarões com todo o tempero. Tampe a panela e deixe cozinhar. Quando o peixe e os camarões estiverem quase cozidos, adicione o leite de coco SOCOCO e deixe ferver mais 3 minutos. Verifique o tempero, adicionando mais se necessário. Sirva quente.",s
"Baguete Rústica
","- 7 colheres (sopa) de margarina cremosa
- 200 g de mortadela defumada sadia em fatias
- 150 g de queijo meia cura cortado em fatias médias
- 2 baguetes (aproximadamente 25 cm)
- 1 colher (sopa) de ervas picadas (tomilho, cebolinha, salsinha)
- 4 colheres (sopa) de queijo parmesão ralado","Misture a margarina, o queijo parmesão e as ervas até que obter um creme homogêneo.
Corte as baguetes em fatias, tomando cuidado para não deixar que os pedaços se separem. Passe a margarina entre as fatias e leve as baguetes ao forno em temperatura alta para derreter a margarina e ficarem crocantes.
Retire-as do forno e distribua o queijo e as fatias de mortadela, dobradas em quatro, entre as fatias de pão. Sirva ainda quente com uma salada de alface crespa e tomate cereja.",s
"Lanche quente
","- 1 pacote de pão de forma sem as cascas
- 5 colheres de sopa de maionese
- suco de um limão
- 350 g mussarela
- 350 g presunto
- 1 colher de cebola raladinha
- 1 tomate bem picadinho
- Orégano a gosto
- Sal a gosto
- 500 ml de leite
- 2 colheres de farinha de trigo
- 2 colheres de margarina
- 1 cubo de caldo de legumes","Prepare um molho branco: derreta a margarina, junte a farinha de trigo, o leite e o caldo de legumes, mexa até engrossar e deixe ferver um pouco
Em um recipiente à parte junte a mussarela, o presunto, a cebola, o tomate, o suco de limão, orégano, a maionese e sal, misture bem e reserve
Agora, inicie a montagem numa travessa que possa ir ao forno
Comece pele molho branco, pão, molho e coloque um pouco do recheio que preparamos , continue assim e termine com o restante do recheio
Leve ao forno por uns 20 minutos ou até que derreta a mussarela",s
"Pão De Metro
","- Pão de 1 metro
- Pasta de azeitona verde a gosto
- 300 gramas de presunto dobrado em bico
- 350 gramas dequeijo prato dobrado em bico
- Alface crespa
- Fatias de tomate
- Maionese a gosto","Corte o pão coloque na parte debaixo a pasta de azeitona verde, presunto, queijo prato
alface crespa picada , fatias de tomate ,passe maionese na parte de cima do pão para temperar o alface e cubra e decore com alface, salame e azeitonas ou queijo provolone e azeitonas , você pode variar tanto na decoração como também no recheio use a sua imaginação.
",s
"Patê de frango
","- 1 peito de frango
- 1 cebola pequena
- 2 dentes de alho amassados
- 3 cenouras raladas
- 1 pimentão verde picadinho ou ralado
- quanto baste de maionese
- quanto baste de alho picado(s)","Leve o frango para cozinhar com água, pimenta-do-reino, sal, orégano .
Depois de cozido o frango retire da panela, desfie e leve para refogar com alho, cebola e óleo. Faça um refogado rápido, deixe esfriar e misture com a cenoura, pimentão a maionese.",s
"Patê de Sopa-Creme de Cebola e Atum
","- 1 lata de creme de leite sem soro
- 1 envelope de sopa-creme de cebola
- 1 lata de atum","Bata no liquidificador o creme de leite com um envelope de sopa-creme de cebola ,a lata de atum em óleo bem escorrido. Leve a gelar. Este patê tem um sabor bem delicado, mas evite serví-lo em dias muito quentes, pois ele derrete facilmente.",s
"Patê de bacon
","- 250 Gramas de ricota
- 1 Copo de requeijão
- 100 Gramas de bacon frito e picado
- 1 colher de catchup
- Sal Pimenta a Gosto
- salsa a Gosto","Picar o bacon e fritar depois misturar com o restante dos Ingredientes

Dica: O bacon pode ser substituido por salame",s
"Patê de Frango
","- 2 peitos de frango
- 1 cebola picada
- 1 dente de alho amassado
- 1/2 xícara de salsa picada
- 1 colher de catchup
- 1 colher de molho inglês
- 500 gramas de maionese
- 1 xícara de uva passa macerada( no vinho branco ou rum ) e bem picadinha","Refogar a cebola, o alho e o frango, pingar água, colocar sal e pimenta e a salsa. Deixe ferver até o frango cozinhar. desfiar e juntar os demais ingredientes.


Dica: Voce pode substituir a maionese por catupiry, creme de leite ou então metade da maionese e metade de requeijão",s
"Patê de Aliche com Cebolinha Verde
","- 100 g de aliche
- 1 xícara (chá) de azeite
- 1 maço de cebolinha verde
- 1 cebola
- 1 pimenta vermelha
- 1 colher (sopa) de vinagre
- sal a gosto","Bata no liquidificador o aliche com o azeite, maço de
cebolinha verde, cebola, 1 pimenta vermelha, e vinagre
até dar a consistência. Este patê tem sabor picante mas é maravilhoso

Dica:Você pode substituir o aliche
por 1 lata de sardinhas em óleo e a cebolinha por 1
maço de cheiro verde.",s
"Patê de atum diferente
","- 2 latas de atum
- 1 xícara de maionese
- 1 cebola ralada
- 2 colheres (sopa) de molho inglês
- 1/2 xícara de azeitonas verdes picadas
- 1 tomate sem pele picadinho
- suco de 1 limão","Misture tudo e sirva

Hum que delícia!!
Dica: Pode substituir a maionese por creme de leite ou requeijão",s
"Patê ou Pasta de azeitona verde
","- 1 xícara (chá) de azeitona verde sem caroço
- 1/2 xícara (chá) de nozes
- 1 dente de alho
- 1 xícara(chá) de salsa picada
- 1/4 xícara (chá )de azeite
- 2 colheres (sopa) de queijo ralado
- 1/2 xícara (chá) de maionese
- 1/2 xícara(chá) de creme de leite
- sal e pimenta a gosto","Bater tudo no liquidificador

Dica: Se não tiver o creme de leite pode usar só a maionese",s
"Patê de atum com pomarola
","- 2 latas de atum sólido ou então escorra bem o óleo
- 1 lata de pomarola
- 1 lata de creme de leite sem soro
- 4 a 5 colheres (sopa)de maionese
- salsinha a gosto","Amasse o atum com o garfo e depois acrescente o restante dos ingredientes, misture muito bem
Fica uma delícia ...quando eu faço em casa todos adoram

Dica: Você pode substituir o atum pelo peito de frango também fica muito gostoso",s
"Patê de Salaminho
","- 1/2 salaminho
- 1 copo de requeijão
- 1 dente de alho grande
","Passe o salame pelo processador.
Junte o dente de alho picado e o requeijão misture tudo e sirva",s
"Patê de tomate seco
","- 200 gramas de cream cheese ou ricota

- 1/2 xícara de chá de creme de leite

- 150 gramas de tomate seco bem picadinho

- 1/4 de colher de chá de sal","Misture tudo e sirva em torradas , lanches fica saboroso... Bom apetite",s
"Bolo de banana com farinha de rosca
","- 4 bananas nanicas
- 4 ovos
- 1 xícara de óleo
- 3 xícaras (chá) de farinha de rosca
- 2 xícaras (chá) de açúcar
- 1 colher de (sopa) de fermento em pó
- canela e açúcar para polvilhar","Bata no liquidificador as bananas com os ovos e o óleo. Reserve. Em uma vasilha, misture a farinha de rosca com o açúcar e o fermento. Acrescente a esta mistura o creme batido reservado e misture muito bem. Coloque em forma untada com margarina e enfarinhada . Corte fatias de bananas para decorar e polvilhe com canela. Asse em forno médio e pré-aquecido. Quanto tirar do forno, polvilhe com açúcar e mais um pouco de canela",d
"Queijadinha deliciosa
","- 4 Ovos
- 2 Copos Leite
- 3 Copos de açúcar
- 1 Copos Farinha de trigo
- 100 Gramas coco ralado
- 100 Gramas queijo ralado
- 1 Colher( sopa) de Fermento em pó

Cobertura:
- 1 xícara (chá) de açúcar
- 5 Colher(es) de sopa Leite
","Bata no liquidificador todos os ingredientes . Colocar em uma assadeira retangular grande untada com manteiga e polvilhada com farinha de trigo. Assar em fogo médio por aproximadamente 30 minutos até dourar.
Deixe esfriar um pouco e coloque a cobertura. Preparo da cobertura: Coloque em banho maria até dissolver, colocar a calda ainda quente sobre a queijadinha",d
"Gelado de Negresco
","- 1 pacote de biscoito negresco
- 1 pacote de Cream cheese
- 1/4 xícara de açúcar
- 1 lata de creme de leite
- 250 gramas chocolate ao leite picado
","No fundo de uma forma tipo bolo inglês, forrada com papel alumínio, coloque 8 biscoitos. No liquidificador, triture o restante dos biscoitos e reserve. Na batedeira, bata o cream cheese, o açúcar e metade do creme de leite. Distribua sobre os biscoitos. Por cima espalhe o biscoito triturado e assente com o auxílio de uma colher. Derreta o chocolate em banho-maria, misture o restante do creme de leite e coloque sobre o biscoito triturado. Leve ao freezer no mínimo 3 horas. Na hora de servir, desenforme.
",d
"Farofa Gostosa
","- 1 cebola picadinha
- 2 colheres (sopa) de margarina
- 2 xícaras (chá) mortadela em cubinhos
- 1/2 maço de couve cortada bem fininha
- 3 cubinhos de caldo bacon knorr
- 1/2 xícara (chá) de farinha de mandioca
- 2 xícaras (chá) de farinha de milho
- 1/2 xícara (chá) de cheiro verde picadinho
","Refogue a cebola na margarina. Junte a mortadela, a couve e o caldo de bacon dissolvido em 1/2 xícara (chá) de água fervente e cozinhe por mais 3 minutos. Acrescente as farinhas e o cheiro verde e misture bem. Sirva quente",d
"Torta de Legumes Knorr
","- 2 xícaras(chá) de farinha de trigo
- 150 gramas de margarina
- 1 gema
- 1 cubinho de caldo de legumes Knorr

Recheio:
- 1 cenoura grande em tirinhas
- 2 colheres (sopa) de margarina
- 2 cubinhos de caldo de legumes knorr
- 1 abobrinha média em tirinhas
- 1 xícara (chá) de presunto em cubinhos (200 gramas)
- 2 ovos
- 1 xícara (chá) de creme de leite
- 3 colheres (sopa) de queijo ralado","Misture a farinha , a margarina, a gema e o caldo de legumes dissolvido em 2 colheres (sopa) de água fervente e amasse até obter uma massa homogênea. Conserve na geladeira por 30 minutos. Forre o fundo e as laterais de uma forma (média) desmontável. Leve ao forno médio por 10 minutos. Reserve.

Recheio:
Refogue a cenoura com a margarina. Junte o caldo de legumes e a abobrinha e refogue por mais 20 minutos. Misture o presunto e reserve. Bata os ovos com o creme de leite.Reserve. Recheie a massa com os legumes reservados. Cubra com a mistura de ovos e creme de leite. Polvilhe com o queijo. Leve ao forno médio por 25 minutos. Sirva quente",s
"Sopa de batata e linguiça Paio
","- 4 a 5 batatas grandes
- 300 gramas de linguiça paio
- 2 dentes de alho amassadinhos
- 1 cebola pequena picadinha
- cebolinha e salsinha a gosto
- 1 xícara (chá) de queijo ralado
- 2 colheres (sopa)de azeite","Coloque as batatas descascadas na panela de pressão com 1 litro de água e sal, e cozinhe por 15 minutos. Deixe esfriar um pouco,depois bata no liquidificador com o caldo do cozimento até virar um creme
Em uma panela à parte, coloque o azeite e deixe dourar o alho ,o paio e a cebola, depois acrescente no creme , acerte o sal ferva por mais uns 5 minutos, deslique o fogo e acrescente a salsinha, cebolinha e o queijo ralado e sirva a seguir com torradas... Bom Apetite.",s
"Torta de Legumes
","- 1 Cebola picada
- 2 Colheres (sopa) de Azeite
- 3 tomates sem pele e sementes picados
- 2 Colheres(chá) água fervente
- 2 Cubos de Caldo de legumes Knorr
- 2 Cenouras picadas
- 3 Rodelas batatas picadas
- 250 Gramas Vagem picada
- 1 Chuchu picado
- 3 Colheres (sopa) de Maizena
- 2 ovos
- Salsa picada e farinha de rosca a gosto","Refogue a cebola no azeite, junte os tomates e refogue mais um pouco. Acrescente os cubos de caldo de legumes dissolvidos na água fervente e coloque todos os legumes. Deixe cozinhar um pouco. Reserve.
Dissolva a maizena em 1/2 xícara do caldo de cozimento dos legumes, junte aos legumes cozidos, acrescentando também as gemas. Mexa bem. Bata as claras em neve e adicione à massa, mexendo levemente.
Coloque a massa numa forma refratária untada e polvilhada com farinha de rosca. Polvilhe também a superfície com farinha de rosca. Leve ao forno por cerca de 25 minutos. - dica: se preferir, pode acrescentar 50g de presunto ou peito de peru em cubinhos.",s
"Torta de Café e Chocolate
","- 2 colheres (sopa) cheias de pó de café pilão (40 gramas)
- 1 xícara (chá) de água quente
- 200 gramas de chocolate ao leite picado fino
- 100 gramas de manteiga
- 5 ovos
- 1/2 xícara (chá) de açúcar
- chocolate em pó e açúcar para decorar","Prepare o café com a água indicada, ainda quente dissolva o chocolate e a manteiga. Bata os ovos com o açúcar, junte o chocolate e coloque numa forma redonda de 20 cm de diâmetro, untada e enfarinhada. Asse em banho maria por aproximadamente 30 minutos.",d
"Bolo de Pinhão
","- 1 xícara e ½ de pinhão cozido e triturado
- 2 xícaras (chá) de açúcar
- 2 xícaras ( chá) de farinha de trigo
- 1/2 xícara (chá) de óleo
- 1 xícara de leite
- 1 colher (sopa)de fermento em pó
- 4 ovos separa as claras","Bata a gema e o açúcar e vá acrescentando aos poucos farinha e leite,o pinhão triturado, intercalados até ficar uma massa homogênea, acrescente o óleo e por último o fermento. Desligue a batedeira e mistura as claras com uma espátula para incorporar. Despeja numa forma untada com manteiga e polvilhada com açúcar ou farinha se preferir, mas se for o açúcar não queima o bolo e dá um sabor muito bom mas tem que ser em forno baixo para não queimar o açúcar. Desenforme e polvilhe açúcar e noz-moscada",d
